Fondsposition per,"20.Sept.2024"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"TAVHL.E","TAV HAVALIMANLARI HOLDING A","Industrie","Aktien","4.087.407,31","0,02","4.087.407,31","543.064,00","7,53","Türkei","Istanbul Stock Exchange","TRY"
"004020","HYUNDAI STEEL","Materialien","Aktien","4.075.380,08","0,02","4.075.380,08","222.008,00","18,36","Korea","Korea Exchange (Stock Market)","KRW"
"AEFES.E","ANADOLU EFES BIRACILIK VE MALT SAN","Nichtzyklische Konsumgüter","Aktien","4.073.058,26","0,02","4.073.058,26","661.000,00","6,16","Türkei","Istanbul Stock Exchange","TRY"
"DELHIVERY","DELHIVERY LTD","Industrie","Aktien","4.074.173,60","0,02","4.074.173,60","788.425,00","5,17","Indien","National Stock Exchange Of India","INR"
"MYR","MYR CASH","Cash und/oder Derivate","Geldmarkt","4.061.443,93","0,02","4.061.443,93","17.078.372,00","23,78","Malaysia","-","MYR"
"2408","NANYA TECHNOLOGY CORP","IT","Aktien","4.049.141,25","0,02","4.049.141,25","2.826.000,00","1,43","Taiwan","Taiwan Stock Exchange","TWD"
"9896","MINISO GROUP HOLDING LTD","Zyklische Konsumgüter ","Aktien","4.039.686,01","0,02","4.039.686,01","940.800,00","4,29","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"002352","S.F. HOLDING LTD A","Industrie","Aktien","4.034.225,17","0,02","4.034.225,17","757.400,00","5,33","China","Shenzhen Stock Exchange","CNY"
"INKP","INDAH KIAT PULP & PAPER","Materialien","Aktien","4.033.209,91","0,02","4.033.209,91","7.428.952,00","0,54","Indonesien","Indonesia Stock Exchange","IDR"
"JGS","JG SUMMIT HOLDINGS INC CLASS B","Industrie","Aktien","4.032.012,27","0,02","4.032.012,27","8.569.565,00","0,47","Philippinen","Philippine Stock Exchange Inc.","PHP"
"4200","ALDREES PETROLEUM AND TRANSPORT SE","Zyklische Konsumgüter ","Aktien","4.029.073,91","0,02","4.029.073,91","125.364,00","32,14","Saudi-Arabien","Saudi Stock Exchange","SAR"
"136","CHINA RUYI HOLDINGS LTD","Kommunikation","Aktien","4.018.694,38","0,02","4.018.694,38","15.197.200,00","0,26","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Zyklische Konsumgüter ","Aktien","4.018.825,05","0,02","4.018.825,05","1.318.200,00","3,05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1882","HAITIAN INTERNATIONAL LTD","Industrie","Aktien","4.014.877,76","0,02","4.014.877,76","1.438.000,00","2,79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4004","DALLAH HEALTHCARE","Gesundheitsversorgung","Aktien","4.011.485,40","0,02","4.011.485,40","93.846,00","42,75","Saudi-Arabien","Saudi Stock Exchange","SAR"
"6121","SIMPLO TECHNOLOGY LTD","IT","Aktien","4.011.609,57","0,02","4.011.609,57","351.800,00","11,40","Taiwan","Gretai Securities Market","TWD"
"543308","KRISHNA INSTITUTE OF MEDICAL SCIEN","Gesundheitsversorgung","Aktien","3.997.319,06","0,02","3.997.319,06","610.822,00","6,54","Indien","Bse Ltd","INR"
"601985","CHINA NATIONAL NUCLEAR POWER LTD A","Versorger","Aktien","3.992.816,69","0,02","3.992.816,69","2.818.413,00","1,42","China","Shanghai Stock Exchange","CNY"
"032640","LG UPLUS CORP","Kommunikation","Aktien","3.988.699,27","0,02","3.988.699,27","537.161,00","7,43","Korea","Korea Exchange (Stock Market)","KRW"
"MONET","MONETA MONEY BNK","Financials","Aktien","3.979.228,92","0,02","3.979.228,92","804.774,00","4,94","Tschechien","Prague Stock Exchange","CZK"
"RIGD","RELIANCE INDUSTRIES GDR REPRESENTI 144A","Energie","Aktien","3.974.937,60","0,02","3.974.937,60","56.064,00","70,90","Indien","London Stock Exchange","USD"
"LTF","L&T FINANCE LTD","Financials","Aktien","3.966.275,64","0,02","3.966.275,64","1.828.163,00","2,17","Indien","National Stock Exchange Of India","INR"
"HSCL","HIMADRI SPECIALITY CHEMICAL LTD","Materialien","Aktien","3.962.349,38","0,02","3.962.349,38","516.593,00","7,67","Indien","National Stock Exchange Of India","INR"
"078930","GS HOLDINGS","Industrie","Aktien","3.962.029,49","0,02","3.962.029,49","117.552,00","33,70","Korea","Korea Exchange (Stock Market)","KRW"
"2006","TUNG HO STEEL ENTERPRISE CORP","Materialien","Aktien","3.961.260,63","0,02","3.961.260,63","1.648.720,00","2,40","Taiwan","Taiwan Stock Exchange","TWD"
"NBCC","NBCC INDIA LTD","Industrie","Aktien","3.952.162,27","0,02","3.952.162,27","1.897.425,00","2,08","Indien","National Stock Exchange Of India","INR"
"081660","FILA HOLDINGS CORP","Zyklische Konsumgüter ","Aktien","3.950.577,08","0,02","3.950.577,08","126.077,00","31,33","Korea","Korea Exchange (Stock Market)","KRW"
"600690","HAIER SMART HOME LTD A","Zyklische Konsumgüter ","Aktien","3.946.074,59","0,02","3.946.074,59","1.021.900,00","3,86","China","Shanghai Stock Exchange","CNY"
"CARBORUNIV","CARBORUNDUM UNIVERSAL LTD","Materialien","Aktien","3.941.825,73","0,02","3.941.825,73","219.592,00","17,95","Indien","National Stock Exchange Of India","INR"
"2382","ADES HOLDING CO","Energie","Aktien","3.935.112,64","0,02","3.935.112,64","754.924,00","5,21","Saudi-Arabien","Saudi Stock Exchange","SAR"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Aktien","3.934.096,62","0,02","3.934.096,62","434.227,00","9,06","Brasilien","New York Stock Exchange Inc.","USD"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Gesundheitsversorgung","Aktien","3.930.834,71","0,02","3.930.834,71","6.571.200,00","0,60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2883","CHINA OILFIELD SERVICES LTD H","Energie","Aktien","3.929.323,57","0,02","3.929.323,57","4.702.000,00","0,84","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LH.R","LAND AND HOUSE PUBLIC NON-VOTING D","Immobilien","Aktien","3.923.926,49","0,02","3.923.926,49","20.268.000,00","0,19","Thailand","Stock Exchange Of Thailand","THB"
"CCC","CCC SA","Zyklische Konsumgüter ","Aktien","3.921.803,68","0,02","3.921.803,68","97.818,00","40,09","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"1830","LEEJAM SPORTS","Zyklische Konsumgüter ","Aktien","3.913.594,16","0,02","3.913.594,16","71.151,00","55,00","Saudi-Arabien","Saudi Stock Exchange","SAR"
"003230","SAM YANG FOODS LTD","Nichtzyklische Konsumgüter","Aktien","3.909.894,67","0,02","3.909.894,67","9.956,00","392,72","Korea","Korea Exchange (Stock Market)","KRW"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Aktien","3.907.683,68","0,02","3.907.683,68","3.650.053,00","1,07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2080","NATURAL GAS AND INDUSTRIALIZATION","Versorger","Aktien","3.902.474,38","0,02","3.902.474,38","139.200,00","28,04","Saudi-Arabien","Saudi Stock Exchange","SAR"
"ATHM","AUTOHOME ADS REPRESENTING INC CLA","Kommunikation","Aktien","3.894.275,07","0,02","3.894.275,07","138.537,00","28,11","China","New York Stock Exchange Inc.","USD"
"SAP","SAPPI LTD","Materialien","Aktien","3.879.379,86","0,02","3.879.379,86","1.485.738,00","2,61","Südafrika","Johannesburg Stock Exchange","ZAR"
"SIME","SIME DARBY","Industrie","Aktien","3.854.111,77","0,02","3.854.111,77","6.896.400,00","0,56","Malaysia","Bursa Malaysia","MYR"
"6139","L & K ENGINEERING LTD","Industrie","Aktien","3.848.372,24","0,02","3.848.372,24","570.827,00","6,74","Taiwan","Taiwan Stock Exchange","TWD"
"ALSEA*","ALSEA DE CV","Zyklische Konsumgüter ","Aktien","3.840.648,66","0,02","3.840.648,66","1.415.124,00","2,71","Mexiko","Bolsa Mexicana De Valores","MXN"
"1503","SHIHLIN ELECTRIC AND ENGINEERING C","Industrie","Aktien","3.835.382,45","0,02","3.835.382,45","556.000,00","6,90","Taiwan","Taiwan Stock Exchange","TWD"
"867","CHINA MEDICAL SYSTEM HOLDINGS LTD","Gesundheitsversorgung","Aktien","3.831.625,84","0,02","3.831.625,84","3.817.000,00","1,00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ENELCHILE","ENEL CHILE SA","Versorger","Aktien","3.814.371,60","0,02","3.814.371,60","73.953.116,00","0,05","Chile","Santiago Stock Exchange","CLP"
"3808","SINOTRUK (HONG KONG) LTD","Industrie","Aktien","3.809.682,74","0,02","3.809.682,74","1.420.000,00","2,68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2367","GIANT BIOGENE HOLDING LTD","Nichtzyklische Konsumgüter","Aktien","3.800.234,91","0,02","3.800.234,91","763.000,00","4,98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2337","MACRONIX INTERNATIONAL LTD","IT","Aktien","3.789.177,76","0,02","3.789.177,76","4.694.615,00","0,81","Taiwan","Taiwan Stock Exchange","TWD"
"AZZA3","AZZAS SA","Zyklische Konsumgüter ","Aktien","3.786.991,42","0,02","3.786.991,42","465.889,00","8,13","Brasilien","XBSP","BRL"
"300059","EAST MONEY INFORMATION LTD A","Financials","Aktien","3.786.575,77","0,02","3.786.575,77","2.481.562,00","1,53","China","Shenzhen Stock Exchange","CNY"
"348370","ENCHEM LTD","Materialien","Aktien","3.776.075,84","0,02","3.776.075,84","28.040,00","134,67","Korea","Korea Exchange (Kosdaq)","KRW"
"763","ZTE CORP H","IT","Aktien","3.776.906,58","0,02","3.776.906,58","1.859.840,00","2,03","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MSUMI","MOTHERSON SUMI WIRING INDIA LTD","Zyklische Konsumgüter ","Aktien","3.772.859,28","0,02","3.772.859,28","4.557.680,00","0,83","Indien","National Stock Exchange Of India","INR"
"SPP","SPAR GROUP LTD","Nichtzyklische Konsumgüter","Aktien","3.769.773,84","0,02","3.769.773,84","482.979,00","7,81","Südafrika","Johannesburg Stock Exchange","ZAR"
"145020","HUGEL INC","Gesundheitsversorgung","Aktien","3.761.315,08","0,02","3.761.315,08","18.655,00","201,63","Korea","Korea Exchange (Kosdaq)","KRW"
"1722","TAIWAN FERTILIZER LTD","Materialien","Aktien","3.752.072,58","0,02","3.752.072,58","2.075.000,00","1,81","Taiwan","Taiwan Stock Exchange","TWD"
"KTY","GRUPA KETY SA","Materialien","Aktien","3.738.297,16","0,02","3.738.297,16","18.944,00","197,33","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"2504","GOLDSUN BUILDING MATERIALS LTD","Materialien","Aktien","3.735.776,00","0,02","3.735.776,00","2.395.468,00","1,56","Taiwan","Taiwan Stock Exchange","TWD"
"1319","TONG YANG INDUSTRY LTD","Zyklische Konsumgüter ","Aktien","3.735.085,25","0,02","3.735.085,25","1.066.000,00","3,50","Taiwan","Taiwan Stock Exchange","TWD"
"4763","JINAN ACETATE CHEMICAL LTD","Materialien","Aktien","3.730.883,34","0,02","3.730.883,34","131.631,00","28,34","Taiwan","Taiwan Stock Exchange","TWD"
"2809","KINGS TOWN BANK LTD","Financials","Aktien","3.728.415,45","0,02","3.728.415,45","2.236.000,00","1,67","Taiwan","Taiwan Stock Exchange","TWD"
"GLAXO","GLAXOSMITHKLINE PHARMACEUTICALS LT","Gesundheitsversorgung","Aktien","3.725.227,02","0,02","3.725.227,02","114.599,00","32,51","Indien","National Stock Exchange Of India","INR"
"PEL","PIRAMAL ENTERPRISES LTD","Financials","Aktien","3.711.798,58","0,02","3.711.798,58","296.400,00","12,52","Indien","National Stock Exchange Of India","INR"
"OPL","ORANGE POLSKA SA","Kommunikation","Aktien","3.710.602,03","0,02","3.710.602,03","1.672.738,00","2,22","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"MGL","MAHANAGAR GAS LTD","Versorger","Aktien","3.699.008,02","0,02","3.699.008,02","162.302,00","22,79","Indien","National Stock Exchange Of India","INR"
"DIC","DUBAI INVESTMENT","Industrie","Aktien","3.677.606,63","0,02","3.677.606,63","6.525.531,00","0,56","Ver. Arabische Emirate","Dubai Financial Market","AED"
"ATUL","ATUL LTD","Materialien","Aktien","3.659.425,14","0,02","3.659.425,14","39.871,00","91,78","Indien","National Stock Exchange Of India","INR"
"SYNGENE","SYNGENE INTERNATIONAL LTD","Gesundheitsversorgung","Aktien","3.660.013,82","0,02","3.660.013,82","336.176,00","10,89","Indien","National Stock Exchange Of India","INR"
"601919","COSCO SHIPPING HOLDINGS LTD A","Industrie","Aktien","3.652.306,36","0,02","3.652.306,36","1.984.190,00","1,84","China","Shanghai Stock Exchange","CNY"
"600150","CHINA CSSC HOLDINGS LTD A","Industrie","Aktien","3.641.848,35","0,02","3.641.848,35","758.000,00","4,80","China","Shanghai Stock Exchange","CNY"
"316","ORIENT OVERSEAS (INTERNATIONAL) LT","Industrie","Aktien","3.638.087,84","0,02","3.638.087,84","276.500,00","13,16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ARE&M","AMARA RAJA ENERGY & MOBILITY LTD","Industrie","Aktien","3.635.056,01","0,02","3.635.056,01","219.958,00","16,53","Indien","National Stock Exchange Of India","INR"
"300274","SUNGROW POWER SUPPLY LTD A","Industrie","Aktien","3.633.338,57","0,02","3.633.338,57","325.140,00","11,17","China","Shenzhen Stock Exchange","CNY"
"3706","MITAC HOLDINGS CORP","IT","Aktien","3.628.961,97","0,02","3.628.961,97","2.555.061,00","1,42","Taiwan","Taiwan Stock Exchange","TWD"
"Q*","QUALITAS CONTROLADORA","Financials","Aktien","3.629.575,43","0,02","3.629.575,43","448.059,00","8,10","Mexiko","Bolsa Mexicana De Valores","MXN"
"2350","SAUDI KAYAN PETROCHEMICAL","Materialien","Aktien","3.627.577,16","0,02","3.627.577,16","1.736.263,00","2,09","Saudi-Arabien","Saudi Stock Exchange","SAR"
"001450","HYUNDAI MARINE & FIRE INSURANCE LT","Financials","Aktien","3.624.411,68","0,02","3.624.411,68","143.808,00","25,20","Korea","Korea Exchange (Stock Market)","KRW"
"039490","KIWOOM SECURITIES LTD","Financials","Aktien","3.622.849,83","0,02","3.622.849,83","36.481,00","99,31","Korea","Korea Exchange (Stock Market)","KRW"
"392","BEIJING ENTERPRISES HOLDINGS LTD","Versorger","Aktien","3.617.212,12","0,02","3.617.212,12","1.152.500,00","3,14","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"180640","HANJIN KAL","Zyklische Konsumgüter ","Aktien","3.617.632,03","0,02","3.617.632,03","65.245,00","55,45","Korea","Korea Exchange (Stock Market)","KRW"
"030200","KT CORP","Kommunikation","Aktien","3.616.649,71","0,02","3.616.649,71","115.006,00","31,45","Korea","Korea Exchange (Stock Market)","KRW"
"GODFRYPHLP","GODFREY PHILLIPS INDIA LTD","Nichtzyklische Konsumgüter","Aktien","3.605.842,83","0,02","3.605.842,83","39.660,00","90,92","Indien","National Stock Exchange Of India","INR"
"TITAGARH","TITAGARH RAIL SYSTEMS LTD","Industrie","Aktien","3.600.971,06","0,02","3.600.971,06","227.921,00","15,80","Indien","National Stock Exchange Of India","INR"
"601857","PETROCHINA LTD A","Energie","Aktien","3.597.703,08","0,02","3.597.703,08","3.207.300,00","1,12","China","Shanghai Stock Exchange","CNY"
"1787","SHANDONG GOLD MINING LTD H","Materialien","Aktien","3.591.828,14","0,02","3.591.828,14","1.702.000,00","2,11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"570","CHINA TRADITIONAL CHI MEDICINE CO","Gesundheitsversorgung","Aktien","3.577.094,15","0,02","3.577.094,15","6.406.000,00","0,56","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Industrie","Aktien","3.575.831,02","0,02","3.575.831,02","1.079.700,00","3,31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2889","IBF FINANCIAL HOLDINGS LTD SHA","Financials","Aktien","3.573.937,69","0,02","3.573.937,69","7.745.147,00","0,46","Taiwan","Taiwan Stock Exchange","TWD"
"MULT3","MULTIPLAN EMPREENDIMENTOS IMOBILIA","Immobilien","Aktien","3.573.143,52","0,02","3.573.143,52","745.151,00","4,80","Brasilien","XBSP","BRL"
"4966","PARADE TECHNOLOGIES LTD","IT","Aktien","3.572.407,32","0,02","3.572.407,32","156.000,00","22,90","Taiwan","Gretai Securities Market","TWD"
"4005","NATIONAL MEDICAL CARE","Gesundheitsversorgung","Aktien","3.560.639,69","0,02","3.560.639,69","62.087,00","57,35","Saudi-Arabien","Saudi Stock Exchange","SAR"
"FFB","FORTRESS REAL EST INV B LTD","Immobilien","Aktien","3.559.116,49","0,02","3.559.116,49","3.086.683,00","1,15","Südafrika","Johannesburg Stock Exchange","ZAR"
"NCC","NCC LTD","Industrie","Aktien","3.551.562,19","0,02","3.551.562,19","942.392,00","3,77","Indien","National Stock Exchange Of India","INR"
"GOAU4","METALURGICA GERDAU PREF SA","Materialien","Aktien","3.528.184,37","0,02","3.528.184,37","1.858.132,00","1,90","Brasilien","XBSP","BRL"
"603288","FOSHAN HAI TIAN FLAVOURING & FOOD","Nichtzyklische Konsumgüter","Aktien","3.523.997,18","0,02","3.523.997,18","691.815,00","5,09","China","Shanghai Stock Exchange","CNY"
"ZEEL","ZEE ENTERTAINMENT ENTERPRISES LTD","Kommunikation","Aktien","3.523.236,23","0,02","3.523.236,23","2.297.434,00","1,53","Indien","National Stock Exchange Of India","INR"
"GENTERA*","GENTERA SAB DE CV","Financials","Aktien","3.508.578,50","0,02","3.508.578,50","3.101.702,00","1,13","Mexiko","Bolsa Mexicana De Valores","MXN"
"MAPI","MITRA ADIPERKASA","Zyklische Konsumgüter ","Aktien","3.509.224,09","0,02","3.509.224,09","28.737.700,00","0,12","Indonesien","Indonesia Stock Exchange","IDR"
"2049","HIWIN TECHNOLOGIES CORP","Industrie","Aktien","3.505.015,80","0,02","3.505.015,80","546.526,00","6,41","Taiwan","Taiwan Stock Exchange","TWD"
"2206","SANYANG INDUSTRY LTD","Zyklische Konsumgüter ","Aktien","3.502.474,58","0,02","3.502.474,58","1.477.000,00","2,37","Taiwan","Taiwan Stock Exchange","TWD"
"177","JIANGSU EXPRESSWAY LTD H","Industrie","Aktien","3.500.523,10","0,02","3.500.523,10","3.560.000,00","0,98","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RA","REGIONAL SAB DE CV","Financials","Aktien","3.496.867,09","0,02","3.496.867,09","567.365,00","6,16","Mexiko","Bolsa Mexicana De Valores","MXN"
"TOPGLOV","TOP GLOVE CORPORATION","Gesundheitsversorgung","Aktien","3.495.357,91","0,02","3.495.357,91","13.361.800,00","0,26","Malaysia","Bursa Malaysia","MYR"
"656","FOSUN INTERNATIONAL LTD","Industrie","Aktien","3.488.110,46","0,02","3.488.110,46","6.742.656,00","0,52","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INOXWIND","INOX WIND LTD","Industrie","Aktien","3.485.203,93","0,02","3.485.203,93","1.145.163,00","3,04","Indien","National Stock Exchange Of India","INR"
"BURSA","BURSA MALAYSIA","Financials","Aktien","3.475.246,61","0,02","3.475.246,61","1.509.650,00","2,30","Malaysia","Bursa Malaysia","MYR"
"MGROS.E","MIGROS TICARET A","Nichtzyklische Konsumgüter","Aktien","3.472.655,01","0,02","3.472.655,01","238.352,00","14,57","Türkei","Istanbul Stock Exchange","TRY"
"3665","BIZLINK HOLDING INC","Industrie","Aktien","3.465.847,02","0,02","3.465.847,02","254.680,00","13,61","Taiwan","Taiwan Stock Exchange","TWD"
"GEKTERNA","GEK TERNA SA","Industrie","Aktien","3.467.699,82","0,02","3.467.699,82","180.720,00","19,19","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"3005","GETAC CORP","IT","Aktien","3.467.307,99","0,02","3.467.307,99","1.031.000,00","3,36","Taiwan","Taiwan Stock Exchange","TWD"
"CRISIL","CRISIL LTD","Financials","Aktien","3.460.640,07","0,02","3.460.640,07","62.410,00","55,45","Indien","National Stock Exchange Of India","INR"
"6886","HUATAI SECURITIES LTD H","Financials","Aktien","3.457.412,24","0,02","3.457.412,24","3.206.400,00","1,08","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MANAPPURAM","MANAPPURAM FINANCE LTD","Financials","Aktien","3.458.304,52","0,02","3.458.304,52","1.406.525,00","2,46","Indien","National Stock Exchange Of India","INR"
"2223","SAUDI ARAMCO BASE OIL COMPANY","Materialien","Aktien","3.452.416,42","0,02","3.452.416,42","99.654,00","34,64","Saudi-Arabien","Saudi Stock Exchange","SAR"
"MRFG3","MARFRIG GLOBAL FOODS SA","Nichtzyklische Konsumgüter","Aktien","3.440.722,79","0,02","3.440.722,79","1.325.378,00","2,60","Brasilien","XBSP","BRL"
"148","KINGBOARD HOLDINGS LTD","IT","Aktien","3.439.009,52","0,02","3.439.009,52","1.664.000,00","2,07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PPLPHARMA","PIRAMAL PHARMA LTD","Gesundheitsversorgung","Aktien","3.437.036,30","0,02","3.437.036,30","1.312.356,00","2,62","Indien","National Stock Exchange Of India","INR"
"REDINGTON","REDINGTON LTD","IT","Aktien","3.433.565,93","0,02","3.433.565,93","1.514.703,00","2,27","Indien","National Stock Exchange Of India","INR"
"688041","HYGON INFORMATION TECHNOLOGY LTD A","IT","Aktien","3.429.801,31","0,01","3.429.801,31","318.569,00","10,77","China","Shanghai Stock Exchange","CNY"
"BZFUT","CASH COLLATERAL USD BZFUT","Cash und/oder Derivate","Cash Collateral and Margins","3.429.110,00","0,01","3.429.110,00","3.429.110,00","100,00","Vereinigte Staaten","-","USD"
"TIMECOM","TIME DOTCOM","Kommunikation","Aktien","3.415.184,30","0,01","3.415.184,30","3.055.500,00","1,12","Malaysia","Bursa Malaysia","MYR"
